|GCZP2A     | Chromite - FeOCr2O3 - DP/EC5 | BRAGANCA   | danieloliveira | 41.80 | -6.88 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.50 | AVAILABLE  | 2006/12/05 | 62 | 2 | 2 | 838
|GCPGVQ     | The Enigma of Sistelo's Viscounts [Arcos Valdevez]VIANA DO CASTELO | VIANA DO CASTELO | Os Cacheiros Viajantes | 41.97 | -8.37 | MULTI      | OTHER_SIZE | 3.00 | 2.50 | AVAILABLE  | 2005/06/30 | 78 | 3 | 10 | 266
|GC15G7E    | Aula Magna      | LISBOA     | lufi69     | 38.75 | -9.16 | PUZZLE     | MICRO      | 3.00 | 1.50 | AVAILABLE  | 2007/08/28 | 585 | 17 | 1 | 82
|GC15RTQ    | TF-06 Pedra Rolante | LEIRIA     | trifaisca  | 39.57 | -8.85 | MULTI      | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/09/08 | 115 | 5 | 3 | 490
|GC174W7    | Alcaria Ruiva [ Mertola ] | BEJA       | alieri     | 37.70 | -7.76 | TRADITIONAL | REGULAR    | 1.50 | 3.00 | AVAILABLE  | 2007/11/03 | 96 | 1 | 11 | 350
|GC156RW    | Praia da Angra da Cerva [Milfontes Powertrail #5] | BEJA       | vsergios   | 37.75 | -8.81 | TRADITIONAL | SMALL      | 1.50 | 2.50 | AVAILABLE  | 2007/08/13 | 407 | 2 | 15 | 33
|GC1596Q    | MOINHOS DE REI  | BRAGA      | eterlusitano | 41.57 | -7.98 | TRADITIONAL | MICRO      | 2.50 | 2.00 | AVAILABLE  | 2007/08/20 | 70 | 6 | 3 | 831
|GCVRZB     | Sabor Romano [Braganca] | BRAGANCA   | Bargao_Henriques | 41.70 | -6.64 | TRADITIONAL | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2006/05/01 | 45 | 2 | 8 | -9999999
|GCA14F     | Cave of Santa Margarida | SETUBAL    | MAntunes   | 38.47 | -8.99 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2002/10/27 | 850 | 54 | 138 | 11
|GCRM30     | Santa Paleozoica [Valongo - pt+en] | PORTO      | caixeiros  | 41.14 | -8.47 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2005/12/10 | 197 | 5 | 7 | 347
|GC57A6     | Convent of the Storks [Figueira da Foz] | COIMBRA    | rifkindsss | 40.05 | -8.78 | TRADITIONAL | REGULAR    | 1.00 | 2.50 | AVAILABLE  | 2002/05/12 | 576 | 2 | 50 | 21
|GCVPTW     | O Mar e a Terra | COIMBRA    | miguelmjeronimo | 40.20 | -8.89 | TRADITIONAL | MICRO      | 2.00 | 3.00 | AVAILABLE  | 2006/04/28 | 300 | 37 | 11 | 176
|GC173Q1    | Nos e Mos ao Vento!!! | LEIRIA     | Lusitana Paixao | 39.56 | -9.08 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/11/01 | 614 | 15 | 5 | 150
|GCVG5P     | SHOW ME THE MONEY! A tribute to Alves dos Reis. | PORTALEGRE | Geografo   | 39.12 | -7.72 | TRADITIONAL | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2006/04/16 | 80 | 1 | 4 | 170
|GC174NQ    | PR2 - MONTE DO MEROUCO - FOJO VELHO  | BRAGA      | eterlusitano | 41.55 | -8.16 | TRADITIONAL | SMALL      | 2.00 | 3.50 | AVAILABLE  | 2007/11/02 | 35 | 3 | 5 | 536
|GC15APG    | Nascente do Vale da Pipa [Thomar] | SANTAREM   | paulohercules | 39.63 | -8.46 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/08/23 | 223 | 2 | 39 | -9999999
|GCQXDH     | Salty Pirate Island (Ilha do Rato, Lisbon/Montijo)SETUBAL | SETUBAL    | DerAlex    | 38.69 | -9.04 | TRADITIONAL | REGULAR    | 4.00 | 5.00 | AVAILABLE  | 2005/10/08 | 180 | 7 | 55 | 0
|GCTN8E     | The Spirit of Saint Louis | SETUBAL    | FGV        | 38.54 | -8.92 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2006/02/28 | 245 | 4 | 10 | 174
|GC16HBH    | Sao Bartolomeu do Outeiro | EVORA      | tirapicos team | 38.35 | -7.91 | MULTI      | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/10/07 | 82 | 2 | 4 | 342
|GC15AH7    | Moinho do Perigo [Vinhais] | BRAGANCA   | Pinaster   | 41.83 | -7.03 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/08/18 | 33 | 2 | 4 | 609
|GC14G30    | The Dark Lady of Guadalupe (Vila do Bispo) | FARO       | Team Caracache | 37.08 | -8.87 | MULTI      | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/07/20 | 249 | 10 | 4 | 46
|GC14NVR    | O mais alto Alem Tejo... | PORTALEGRE | luis74     | 39.31 | -7.36 | TRADITIONAL | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2007/07/27 | 186 | 23 | 8 | -9999999
|GCR0YK     | Ribeira de Seda - Alter do Chao | PORTALEGRE | M.I.K.E    | 39.27 | -7.71 | TRADITIONAL | REGULAR    | 2.00 | 3.50 | AVAILABLE  | 2005/10/16 | 89 | 1 | 8 | 166
|GC15MH5    | MOSTEIRO DE BUSTELO | PORTO      | eterlusitano | 41.23 | -8.27 | MULTI      | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/09/03 | 130 | 13 | 0 | 258
|GC176C6    | [Siglas Poveiras] Senhora da Abadia | BRAGA      | emlino     | 41.68 | -8.26 | TRADITIONAL | SMALL      | 3.00 | 1.50 | AVAILABLE  | 2007/11/04 | 228 | 9 | 0 | 371
|GCMK7A     | Linhas de Torres - Forte da Aguieira [V.F.Xira] | LISBOA     | lamas      | 38.90 | -9.07 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2005/01/23 | 381 | 4 | 16 | 239
|GCXNNF     | Alto da Lomba   | COIMBRA    | ReDaLeRt_PT | 40.32 | -7.80 | TRADITIONAL | REGULAR    | 2.50 | 2.50 | AVAILABLE  | 2006/08/10 | 103 | 7 | 0 | 649
|GC15BBE    | Passaro de Chuva | LISBOA     | Kelux      | 38.75 | -9.26 | TRADITIONAL | MICRO      | 2.00 | 1.50 | AVAILABLE  | 2007/08/22 | 877 | 25 | 1 | -9999999
|GC11AJM    | S. Miguel do Rio Torto 1 (Abrantes) | SANTAREM   | Akagi      | 39.44 | -8.20 | MULTI      | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/03/08 | 141 | 5 | 8 | 42
|GC177PC    | Barragem do Enxoe [Pias] | BEJA       | BMRatinho  | 38.00 | -7.46 | TRADITIONAL | REGULAR    | 2.00 | 1.50 | AVAILABLE  | 2007/11/06 | 179 | 0 | 1 | -9999999
|GCX9VK     | Sesimbra's Castle [Sesimbra] | SETUBAL    | CrisLuiz   | 38.45 | -9.11 | MULTI      | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2006/07/23 | 697 | 16 | 18 | 211
|GC161R7    | Palacio Real [Vendas Novas] | EVORA      | AnitaLune  | 38.68 | -8.46 | TRADITIONAL | SMALL      | 2.50 | 1.00 | AVAILABLE  | 2007/09/18 | 614 | 42 | 24 | 149
|GCC353     | Apocalyptic Visions [Mertola] | BEJA       | MAntunes   | 37.65 | -7.51 | TRADITIONAL | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2003/01/12 | 301 | 8 | 68 | 118
|GCGFWX     | Horta           | ARQUIPELAGO DOS ACORES | Pizza      | 38.53 | -28.62 | VIRTUAL    | VIRTUAL    | 1.00 | 1.00 | AVAILABLE  | 2003/07/19 | 537 | 1 | 38 | 2
|GC16333    | VISO            | BRAGA      | eterlusitano | 41.41 | -8.07 | MULTI      | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2007/09/20 | 45 | 1 | 4 | 787
|GCPBKB     | Agua das Lombadas | ARQUIPELAGO DOS ACORES | The Possums | 37.78 | -25.46 | TRADITIONAL | REGULAR    | 1.00 | 2.00 | AVAILABLE  | 2005/06/07 | 415 | 8 | 25 | 567
|GC172HY    | Acude do Furadouro [Mora] | EVORA      | elpombero  | 38.97 | -8.21 | TRADITIONAL | SMALL      | 1.00 | 1.50 | AVAILABLE  | 2007/10/30 | 323 | 8 | 3 | 53
|GCHQ8G     | 100coordenadas [near... I hope!] | LISBOA     | almeidara  | 38.82 | -9.39 | PUZZLE     | REGULAR    | 4.00 | 2.00 | AVAILABLE  | 2004/08/26 | 96 | 22 | 10 | 88
|GCZM61     | Vista de passaro | FARO       | pfudiebe   | 37.09 | -8.72 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2006/12/01 | 874 | 1 | 21 | 97
|GC161QM    | ABOADELA        | PORTO      | eterlusitano | 41.28 | -8.00 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/09/18 | 167 | 13 | 2 | 247
|GCZ6BA     | Lusiadas [Lisboa] | LISBOA     | almeidara  | 38.70 | -9.18 | PUZZLE     | REGULAR    | 3.00 | 1.50 | AVAILABLE  | 2006/11/03 | 302 | 11 | 5 | 27
|GC11PJH    | Tres Minas - DP/EC9 | VILA REAL  | danieloliveira | 41.49 | -7.52 | EARTHCACHE | NOT_CHOSEN | 1.00 | 1.00 | AVAILABLE  | 2007/03/26 | 66 | 0 | 8 | 816
|GC16820    | Comporta do Sal / Salt Gate [Bizorreiro] | COIMBRA    | rifkindsss | 40.10 | -8.81 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2007/08/15 | 302 | 13 | 2 | -9999999
|GCN93J     | Cactus Creek    | FARO       | FamiliaSilvestre | 37.09 | -7.68 | TRADITIONAL | REGULAR    | 3.00 | 4.00 | AVAILABLE  | 2005/03/29 | 323 | 11 | 9 | 3
|GC12FB1    | House of Diamonds  [Lisboa] | LISBOA     | btrodrigues | 38.71 | -9.13 | TRADITIONAL | MICRO      | 2.00 | 1.50 | DISABLED   | 2007/05/12 | 1712 | 77 | 66 | -9999999
|GCQNY1     | Biscaia         | LISBOA     | Teamnivea  | 38.75 | -9.48 | TRADITIONAL | SMALL      | 2.50 | 4.50 | AVAILABLE  | 2005/09/24 | 179 | 2 | 31 | 10
|GCV58K     | GnE II ? Picota [Rio Maior] | SANTAREM   | clcortez   | 39.36 | -8.94 | TRADITIONAL | REGULAR    | 2.00 | 2.50 | AVAILABLE  | 2006/03/27 | 409 | 4 | 0 | 115
|GCZWBV     | Catedral [Cristianismo] | LISBOA     | tmob       | 38.71 | -9.13 | TRADITIONAL | MICRO      | 1.50 | 1.50 | AVAILABLE  | 2006/12/18 | 3494 | 108 | 7 | -9999999
|GCZVVP     | Levada do Coentral [Castanheira de Pera] | LEIRIA     | McPenha    | 40.07 | -8.18 | MULTI      | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2006/12/17 | 116 | 5 | 32 | 701
|GCWXQY     | Duarte's cache [Alpha Centauri] | LISBOA     | danieloliveira | 38.76 | -9.49 | TRADITIONAL | SMALL      | 1.50 | 3.00 | AVAILABLE  | 2006/07/02 | 239 | 2 | 38 | 72
|GC14ZF7    | S. Pedro Velho - Freita [Geoparque Arouca] | AVEIRO     | daraopedal | 40.88 | -8.28 | TRADITIONAL | SMALL      | 2.50 | 2.50 | AVAILABLE  | 2007/08/06 | 296 | 2 | 17 | -9999999
|GCG822     | Rainbow Hydrothermal Vents | ARQUIPELAGO DOS ACORES | LordBritish | 36.23 | -33.90 | TRADITIONAL | MICRO      | 5.00 | 5.00 | AVAILABLE  | 2002/07/19 | -1 | 1 | 0 | 0
|GC137ED    | ALTO DA SR. DOS MONTES  | BRAGA      | eterlusitano | 41.41 | -8.34 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2007/05/26 | 193 | 8 | 1 | 384
|GC16KA8    | Bob o Construtor [Alenquer] | LISBOA     | mtrevas    | 39.04 | -8.99 | PUZZLE     | SMALL      | 4.00 | 1.50 | AVAILABLE  | 2007/10/11 | 195 | 2 | 9 | 22
|GCWM3R     | Moinho do Pinheiro [Malcata] | CASTELO BRANCO | rebordao   | 40.19 | -7.09 | TRADITIONAL | REGULAR    | 1.50 | 3.00 | AVAILABLE  | 2006/06/16 | 38 | 0 | 1 | -9999999
|GC174F5    | Ermida de Santo Amaro - A Capela Geodesica | BEJA       | Almodovar  | 37.52 | -8.08 | TRADITIONAL | REGULAR    | 3.50 | 2.00 | AVAILABLE  | 2007/11/02 | 250 | 3 | 25 | 331
|GCZ5XH     | Monte do Bernardino [Alhandra] | LISBOA     | miguelrk   | 38.94 | -9.04 | MULTI      | MICRO      | 3.00 | 3.50 | AVAILABLE  | 2006/11/01 | 96 | 0 | 9 | 274
|GCM81C     | The Giants, the Douro river and the City! | VISEU      | lamechas   | 41.11 | -7.85 | MULTI      | REGULAR    | 2.50 | 3.00 | AVAILABLE  | 2004/12/09 | 118 | 9 | 2 | 981
|GC14Y8J    | Respeitem o Ludo [Faro] | FARO       | hugo.jesus | 37.04 | -7.99 | TRADITIONAL | SMALL      | 2.00 | 1.50 | AVAILABLE  | 2007/08/05 | 514 | 5 | 4 | 8
|GCQ839     | Barragem da Venda Nova | VILA REAL  | FGV        | 41.69 | -7.95 | MULTI      | MICRO      | 2.50 | 2.50 | DISABLED   | 2005/08/15 | 94 | 6 | 1 | -9999999
|GCKQ09     | Barragem de Alqueva | EVORA      | clcortez   | 38.20 | -7.50 | TRADITIONAL | MICRO      | 2.00 | 1.00 | AVAILABLE  | 2004/09/19 | 619 | 25 | 7 | 159
|GC16ZFX    | Sao Miguel-o-Anjo | BRAGA      | razalas    | 41.46 | -8.39 | MULTI      | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2007/10/26 | 88 | 7 | 1 | 356
|GCZW2H     | Islamismo [Mesquita] | LISBOA     | nunogil    | 38.74 | -9.16 | PUZZLE     | MICRO      | 2.00 | 1.50 | AVAILABLE  | 2006/12/17 | 637 | 55 | 4 | 87
|GCP3HY     | Sem Medo (Alcobaca) | LEIRIA     | olharapo   | 39.55 | -9.05 | TRADITIONAL | REGULAR    | 1.50 | 1.00 | AVAILABLE  | 2005/05/29 | 452 | 0 | 9 | 28
|GC10YKD    | Vasco da Gama [Lisboa] | LISBOA     | funkymunkyzone | 38.78 | -9.09 | TRADITIONAL | MICRO      | 1.00 | 1.00 | DISABLED   | 2007/04/04 | 2150 | 202 | 6 | 3
|GC15ZJF    | Paco de Giela [Arcos de Valdevez] | VIANA DO CASTELO | jmesteves68 | 41.85 | -8.41 | MULTI      | REGULAR    | 2.00 | 2.00 | AVAILABLE  | 2007/09/16 | 203 | 5 | 7 | 71
|GCNAG5     | The Toy Box     | LISBOA     | clcortez   | 38.84 | -9.24 | TRADITIONAL | LARGE      | 2.00 | 2.50 | AVAILABLE  | 2005/04/02 | 130 | 4 | 8 | 152
|GCKPNA     | Vera Cruz [Portel] | EVORA      | clcortez   | 38.23 | -7.68 | TRADITIONAL | REGULAR    | 2.50 | 2.00 | AVAILABLE  | 2004/09/19 | 133 | 10 | 8 | 308
|GCKGCX     | Ilha das Berlengas (Peniche) | LEIRIA     | tetra      | 39.42 | -9.50 | TRADITIONAL | REGULAR    | 1.50 | 4.00 | DISABLED   | 2004/08/27 | 571 | 21 | 40 | 0
|GC8EF9     | AZGTJ - Translant Chess Cache | ARQUIPELAGO DOS ACORES | Gummy(Az) Team | 38.73 | -27.05 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2001/05/15 | 702 | 29 | 28 | -9999999
|GC14849    | Sino dos Mouros [Moledo] | VIANA DO CASTELO | My Greenway Tours | 41.84 | -8.87 | TRADITIONAL | SMALL      | 3.00 | 4.00 | AVAILABLE  | 2007/07/08 | 215 | 33 | 20 | -9999999
|GCPKZJ     | Historical Villages - Marialva | GUARDA     | MAntunes   | 40.91 | -7.23 | TRADITIONAL | REGULAR    | 2.00 | 2.00 | DISABLED   | 2005/07/06 | 308 | 16 | 37 | -9999999
|GCRTHY     | Ponta da Piedade - Lagos | FARO       | xouricos   | 37.08 | -8.67 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2005/12/31 | 2734 | 22 | 145 | 16
|GC118FY    | Monte de Faro - Esposende | BRAGA      | Sagitario  | 41.54 | -8.75 | TRADITIONAL | SMALL      | 1.50 | 2.50 | AVAILABLE  | 2007/03/04 | 288 | 7 | 9 | 157
|GCW2RN     | Ursa [Sintra]   | LISBOA     | btrodrigues | 38.79 | -9.49 | TRADITIONAL | REGULAR    | 1.50 | 3.00 | AVAILABLE  | 2006/05/14 | 238 | 5 | 48 | -9999999
|GCVZ4H     | Marmitas de Gigante [Sesimbra] | SETUBAL    | truta      | 38.46 | -9.05 | TRADITIONAL | REGULAR    | 2.50 | 4.00 | AVAILABLE  | 2006/05/08 | 292 | 3 | 71 | -9999999
|GCPTXZ     | The Odeceixe Beach | BEJA       | zoom_bee   | 37.44 | -8.80 | TRADITIONAL | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2005/07/22 | 400 | 7 | 40 | 33
|GCV6MG     | Homem das Cavernas | SANTAREM   | joaocardoso | 39.68 | -8.43 | MULTI      | REGULAR    | 3.50 | 5.00 | AVAILABLE  | 2006/04/02 | 108 | 5 | 61 | 147
|GC11CP6    | [Siglas Poveiras] Senhora da Bonanca | BRAGA      | eniel      | 41.51 | -8.78 | TRADITIONAL | SMALL      | 2.00 | 1.50 | DISABLED   | 2007/03/11 | 785 | 25 | 1 | 4
|GC171ZK    | Pego das Pias [Odemira] | BEJA       | MightyReek | 37.64 | -8.62 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/10/27 | 109 | 24 | 24 | -9999999
|GCW620     | Castelo [Alusbona] | LISBOA     | almeidara  | 38.71 | -9.13 | TRADITIONAL | MICRO      | 2.50 | 1.00 | AVAILABLE  | 2006/05/22 | 2567 | 149 | 15 | 79
|GC15EEM    | Rua de Santo Antonio [Faro] | FARO       | Torgut     | 37.02 | -7.93 | TRADITIONAL | MICRO      | 2.00 | 1.00 | AVAILABLE  | 2007/09/12 | 750 | 39 | 7 | 7
|GCYBXB     | Castelo do Giraldo, O Sem Pavor | EVORA      | defenderone | 38.54 | -8.03 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2006/09/17 | 331 | 14 | 27 | 320
|GCED51     | The Nest of Jonathan Livingston Seagul | FARO       | GreenShades | 37.15 | -8.92 | TRADITIONAL | REGULAR    | 3.00 | 4.50 | AVAILABLE  | 2003/03/15 | 258 | 18 | 123 | 5
|GC161R2    | Monte S. Adriao - Castelo de Paiva | AVEIRO     | daraopedal | 40.98 | -8.26 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/09/12 | 85 | 0 | 2 | 620
|GC15RF5    | ST07 - CAPELA DE S. LOURENCO | BRAGA      | SPY_Team   | 41.56 | -8.43 | MULTI      | NOT_CHOSEN | 1.50 | 1.50 | AVAILABLE  | 2007/09/08 | 295 | 17 | 0 | 106
|GCWMDG     | O Cantinho Encantado [Alvor/Portimao] | FARO       | clcortez   | 37.13 | -8.60 | TRADITIONAL | SMALL      | 1.50 | 2.00 | AVAILABLE  | 2006/06/15 | 1115 | 12 | 27 | 10
|GCG5DX     | O Refugio de D. Teresa [Povoa de Lanhoso] | BRAGA      | gc_man     | 41.59 | -8.28 | TRADITIONAL | NOT_CHOSEN | 2.00 | 2.00 | AVAILABLE  | 2003/05/24 | 618 | 39 | 44 | 344
|GC12CA1    | Lendas e Lagoas | GUARDA     | [Walrus]   | 40.35 | -7.64 | TRADITIONAL | REGULAR    | 2.00 | 4.00 | AVAILABLE  | 2007/04/22 | 62 | 2 | 12 | 1686
|GC14D4M    | CA #3 ? Facho (Torch) [Alcobaca] | LEIRIA     | HDV        | 39.51 | -9.14 | MULTI      | REGULAR    | 2.00 | 4.00 | AVAILABLE  | 2007/07/16 | 185 | 17 | 33 | 5
|GC1359B    | Zona Ribeirinha de Ponte de Sor | PORTALEGRE | manelov    | 39.25 | -8.01 | MULTI      | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/05/25 | 277 | 1 | 0 | 95
|GC16TFM    | Portas de Lisboa | LISBOA     | almeidara  | 38.75 | -9.21 | MULTI      | REGULAR    | 1.50 | 2.50 | AVAILABLE  | 2007/10/19 | 126 | 9 | 14 | 70
|GCW7E3     | Lince-iberico (Lynx pardinus) | CASTELO BRANCO | olharapo   | 40.23 | -7.07 | TRADITIONAL | REGULAR    | 1.00 | 4.50 | AVAILABLE  | 2006/05/24 | 40 | 0 | 1 | 1000
|GCK1JY     | Atlantis [Pico] | ARQUIPELAGO DOS ACORES | Joao&Olivia | 38.47 | -28.40 | TRADITIONAL | REGULAR    | 2.00 | 4.50 | AVAILABLE  | 2004/07/20 | 196 | 25 | 48 | 2286
|GC172JJ    | Jardim de Mora  | EVORA      | elpombero  | 38.95 | -8.16 | TRADITIONAL | MICRO      | 1.00 | 1.00 | AVAILABLE  | 2007/10/30 | 541 | 20 | 3 | 88
|GC139NP    | Victory Flags   | PORTO      | kidloco    | 41.16 | -8.58 | PUZZLE     | SMALL      | 3.00 | 3.00 | AVAILABLE  | 2007/06/01 | 226 | 18 | 3 | 108
|GC113WE    | Graffiti House [VN1000Fontes] | BEJA       | Limao      | 37.75 | -8.79 | TRADITIONAL | SMALL      | 2.00 | 3.00 | AVAILABLE  | 2007/02/20 | 448 | 4 | 11 | 53
|GCM2DA     | Estrela do Sico [Pombal] | LEIRIA     | Baunilha & Chocolate | 39.98 | -8.55 | MULTI      | REGULAR    | 3.00 | 3.50 | AVAILABLE  | 2004/11/14 | 266 | 7 | 20 | 154
|GCAA8D     | Cold Spring [Tomar] | SANTAREM   | pmateus21  | 39.68 | -8.44 | TRADITIONAL | SMALL      | 2.00 | 2.00 | AVAILABLE  | 2002/11/10 | 351 | 34 | 4 | 91
|GCYVQV     | Indiana Jones e a Ponte Perdida [Vouzela, Viseu] | VISEU      | almeidara  | 40.72 | -8.12 | TRADITIONAL | REGULAR    | 1.50 | 3.00 | AVAILABLE  | 2006/10/13 | 250 | 14 | 20 | 320
|GCQN5Q     | Noudar [ Barrancos ] | BEJA       | clcortez   | 38.18 | -7.06 | TRADITIONAL | REGULAR    | 2.50 | 3.00 | AVAILABLE  | 2005/09/22 | 151 | 2 | 41 | -9999999
|GC14Z6D    | ONDE MELHOR SE VE AROUCA | AVEIRO     | eterlusitano | 40.93 | -8.23 | TRADITIONAL | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/08/06 | 294 | 7 | 9 | 694
|GC153KC    | Carris Perdidos [Lx] | LISBOA     | almeidara  | 38.70 | -9.18 | MULTI      | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/08/12 | 212 | 5 | 3 | 7
|GCGC2H     | Alemanha em Fatima[Leiria] | SANTAREM   | Rechena    | 39.63 | -8.67 | VIRTUAL    | VIRTUAL    | 1.00 | 1.00 | AVAILABLE  | 2003/06/28 | 2300 | 3 | 99 | 355
|GCTWFD     | AZGT Welcome to Caldeira Santo Cristo [Sao Jorge] | ARQUIPELAGO DOS ACORES | teamjorgenses | 38.63 | -27.94 | TRADITIONAL | SMALL      | 1.50 | 3.00 | AVAILABLE  | 2006/06/04 | 187 | 13 | 2 | 22
|GC12V5Q    | AMARANTE E MUSICA PROS NOSSOS OUVIDOS | PORTO      | eterlusitano | 41.27 | -8.08 | MULTI      | MICRO      | 2.50 | 2.00 | AVAILABLE  | 2007/05/11 | 138 | 15 | 11 | -9999999
|GCQT4E     | Cache Valinhas (Sto Tirso) | PORTO      | zoom_bee   | 41.30 | -8.45 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2005/09/25 | 367 | 8 | 12 | 299
|GCHJ8R     | Granja dos Serroes karren field [Sintra] | LISBOA     | play mobil | 38.86 | -9.30 | TRADITIONAL | REGULAR    | 2.50 | 3.00 | AVAILABLE  | 2004/01/23 | 277 | 9 | 48 | 148
|GCGEN1     | Book Box        | LISBOA     | MAntunes   | 38.87 | -9.20 | TRADITIONAL | LARGE      | 1.00 | 3.50 | AVAILABLE  | 2003/07/12 | 192 | 8 | 47 | 241
|GCRYRG     | Moinho do Outeiro [Condeixa-a-Nova] | COIMBRA    | gredinha   | 40.06 | -8.48 | TRADITIONAL | REGULAR    | 1.50 | 1.50 | AVAILABLE  | 2006/01/08 | 416 | 4 | 7 | 357
|GCWA0B     | Praia do Coxo [Mafra] | LISBOA     | Bargao_Henriques | 39.01 | -9.43 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2006/05/29 | 599 | 17 | 14 | -9999999
|GCMQ74     | Mural           | LISBOA     | lynx pardinus | 38.73 | -9.16 | TRADITIONAL | MICRO      | 2.50 | 1.00 | AVAILABLE  | 2005/02/07 | 874 | 55 | 5 | -9999999
|GC15Q0E    | Garganta de Loriga | GUARDA     | caedabarra | 40.33 | -7.65 | TRADITIONAL | NOT_CHOSEN | 2.50 | 4.50 | AVAILABLE  | 2007/08/31 | 136 | 0 | 32 | 1498
|GCWVTR     | Frogs           | ARQUIPELAGO DA MADEIRA | macmurphy  | 32.77 | -17.08 | TRADITIONAL | SMALL      | 2.00 | 2.50 | AVAILABLE  | 2006/06/12 | 925 | 22 | 6 | 1578
|GC15YGX    | Egas Moniz      | PORTO      | emlino     | 41.17 | -8.35 | TRADITIONAL | REGULAR    | 1.50 | 2.00 | AVAILABLE  | 2007/09/14 | 310 | 3 | 3 | 144
|GC11ZJP    | S. Miguel do Rio Torto 2 (Abrantes) | SANTAREM   | Akagi      | 39.42 | -8.27 | TRADITIONAL | REGULAR    | 3.00 | 4.00 | AVAILABLE  | 2007/04/06 | 75 | 3 | 20 | 101
|GC16R3B    | Quinta dos Pianos aka Zagallos | SETUBAL    | Blue_Trekkers | 38.65 | -9.19 | MULTI      | SMALL      | 1.50 | 1.50 | AVAILABLE  | 2007/11/05 | 287 | 13 | 9 | 51
|GC16NPG    | Gouveia, Aldeia em Verso | LISBOA     | Shidoki    | 38.85 | -9.46 | TRADITIONAL | SMALL      | 1.00 | 1.00 | AVAILABLE  | 2007/10/15 | 764 | 6 | 0 | 77
|GC16Z8R    | Sao Martinho (Castelo Branco) | CASTELO BRANCO | khukhas    | 39.80 | -7.46 | TRADITIONAL | REGULAR    | 2.50 | 2.50 | AVAILABLE  | 2007/10/26 | 250 | 3 | 2 | 404
|GCMVD1     | Mata Nacional do Choupal [Coimbra] | COIMBRA    | Geografo   | 40.22 | -8.47 | TRADITIONAL | MICRO      | 3.00 | 1.50 | AVAILABLE  | 2005/02/15 | 802 | 10 | 1 | 15
|GC103HP    | A Grande Pata   | LEIRIA     | sismeiro   | 39.49 | -9.18 | TRADITIONAL | REGULAR    | 2.00 | 3.00 | AVAILABLE  | 2007/01/01 | 422 | 2 | 30 | 36
|GCXG2X     | Uptown [Lisbon] | LISBOA     | B.O.D.A.   | 38.78 | -9.15 | TRADITIONAL | MICRO      | 3.50 | 1.50 | AVAILABLE  | 2006/08/03 | 536 | 93 | 10 | -9999999
|GC110G4    | Cascata do Arado | BRAGA      | Samuel     | 41.72 | -8.13 | TRADITIONAL | REGULAR    | 2.50 | 3.50 | DISABLED   | 16/01/2024 | 766 | 83 | 18 | 733
